"rent" "rentpm2" "Area" "NumRooms" "Year" "Borough" "GoodArea" "GreatArea" "HotWater" "CentralHeating" "TiledBathrm" "QualityBathrm" "QualityKitch" "Old"
564.02 7.23 78 3 1948 25 0 0 0 0 1 0 0 "yes"
714.27 7.94 90 4 1966 13 0 0 0 0 0 0 0 "no"
377.59 4.97 76 3 1948 5 1 0 0 0 0 0 0 "yes"
468.92 7.33 64 3 1957 25 0 0 0 0 0 1 0 "no"
686.32 8.07 85 4 1948 25 0 0 0 0 0 0 0 "yes"
280.7 5.85 48 2 1957 25 0 0 0 0 0 0 0 "no"
504.4 5.87 86 4 1966 20 0 0 0 0 1 0 0 "no"
364.18 5.06 72 3 1966 20 0 0 0 0 0 0 0 "no"
345.79 10.17 34 1 1970 25 1 0 0 0 1 0 0 "no"
193.38 2.93 66 3 1918 12 1 0 0 0 0 0 0 "yes"
193.18 1.89 102 4 1918 12 1 0 0 0 0 0 0 "yes"
883.53 8.84 100 4 1918 12 1 0 0 0 0 0 0 "yes"
362.13 10.65 34 1 1966 4 1 0 0 0 0 0 0 "no"
306.4 9.88 31 1 1972 4 1 0 0 0 1 0 0 "no"
771.5 11.02 70 2 1974 5 1 0 0 0 1 0 0 "no"
490.85 12.27 40 1 1979 13 0 1 0 0 0 0 0 "no"
580.32 10.55 55 2 1998 14 0 0 0 0 0 0 1 "no"
667.25 7.5 89 2 1918 2 1 0 0 0 0 0 0 "yes"
601.65 9.4 64 2 1972 2 1 0 0 0 0 0 1 "no"
711.45 5.88 121 4 1918 2 1 0 0 0 1 0 0 "yes"
370 5.21 71 2 1957 2 1 0 0 0 0 0 0 "no"
347.74 6.95 50 2 1957 2 1 0 0 0 0 0 0 "no"
967.62 11.12 87 2 1918 2 1 0 0 0 0 1 0 "yes"
627.58 7.38 85 3 1918 2 1 0 0 1 1 0 0 "yes"
617.6 7.18 86 3 1960 4 1 0 0 0 0 0 0 "no"
375.3 5.44 69 3 1966 24 0 0 0 0 0 0 0 "no"
639.21 11.62 55 2 1973 11 0 0 0 0 0 0 0 "no"
721.38 7.44 97 3 1918 11 0 0 0 0 1 0 0 "yes"
330.55 13.22 25 1 1966 4 0 0 0 0 0 0 0 "no"
675.71 10.09 67 2 1939 4 1 0 0 0 0 0 0 "yes"
1143.05 9.94 115 3 1970 13 0 0 0 0 0 0 0 "no"
354.63 11.82 30 1 1972 13 0 0 0 0 0 0 0 "no"
645.85 14.04 46 2 1994 18 0 1 0 0 0 0 0 "no"
316.62 7.2 44 2 1957 12 0 0 0 0 1 0 0 "no"
493.4 7.96 62 2 1957 2 1 0 0 0 1 0 0 "no"
456.33 7.73 59 3 1918 2 1 0 0 0 0 0 0 "yes"
801.7 6.41 125 4 1957.5 2 1 0 0 0 0 0 0 "no"
421.68 10.54 40 2 1993 16 0 0 0 0 0 0 0 "no"
704.08 9.14 77 3 1990 13 1 0 0 0 0 0 0 "no"
649.02 7.64 85 3 1983 16 0 0 0 0 0 0 0 "no"
663.33 9.61 69 3 1993 16 0 0 0 0 0 0 1 "no"
642.39 12.12 53 2 1998.5 15 1 0 0 0 0 0 1 "no"
783.23 9.91 79 3 1957 15 1 0 0 0 0 0 0 "no"
438.7 7.31 60 2 1957 4 1 0 0 0 0 0 0 "no"
525.37 9.55 55 2 1957 4 1 0 0 0 0 0 0 "no"
723.49 8.22 88 4 1970 16 0 0 0 0 0 0 0 "no"
342.57 9.26 37 1 1970 16 0 0 0 0 0 0 0 "no"
235.2 8.71 27 1 1971 16 0 0 0 0 0 0 0 "no"
510 5.8 88 4 1969 16 0 0 0 0 0 0 0 "no"
577.77 6.64 87 3 1918 5 0 0 0 0 0 0 0 "yes"
157.51 2.54 62 3 1957 6 0 0 0 0 0 0 0 "no"
509.47 7.49 68 3 1966 24 0 0 0 0 1 0 0 "no"
444.21 8.88 50 2 1989 9 1 0 0 0 0 0 0 "no"
629.09 9.53 66 2 1924 9 0 1 0 0 1 0 0 "yes"
604.17 7.28 83 3 1960 9 0 0 0 0 1 0 0 "no"
398.82 8.86 45 1 1957.5 9 0 0 0 0 0 0 0 "no"
678.4 13.05 52 2 1957 3 0 0 0 0 1 0 0 "no"
317.43 4.47 71 3 1918 9 0 0 1 1 0 0 0 "yes"
434.61 8.2 53 2 1980 9 0 0 0 0 1 0 0 "no"
717.71 7.48 96 3 1924 10 0 0 0 0 1 0 0 "yes"
525.71 7.62 69 3 1966 7 0 0 0 0 0 0 0 "no"
920.34 10.7 86 4 1966 6 0 0 0 0 0 0 0 "no"
494.28 8.24 60 2 1924 6 1 0 0 0 0 0 0 "yes"
460 7.93 58 2 1982 16 1 0 0 0 0 0 0 "no"
598 8.79 68 2 1973 16 0 0 0 0 0 0 0 "no"
378.36 6.88 55 2 1970 16 0 0 0 0 0 0 0 "no"
824.58 6.76 122 3 1918 1 1 0 0 0 0 0 0 "yes"
1538.43 8.64 178 6 1983 1 1 0 0 0 1 0 0 "no"
716 5.97 120 4 1918 4 1 0 0 0 0 0 0 "yes"
434.56 4.14 105 4 1957 16 0 0 0 0 1 0 0 "no"
766.95 10.23 75 3 1990 16 0 0 0 0 0 0 0 "no"
356.41 4.75 75 3 1918 3 1 0 0 1 1 0 0 "yes"
727.54 10.86 67 4 1957 9 0 0 0 0 0 0 0 "no"
525 7.19 73 3 1970 9 0 0 0 0 1 0 0 "no"
737.3 9.33 79 3 1957 4 1 0 0 0 0 0 0 "no"
439.2 3.51 125 4 1918 2 0 0 0 0 0 0 0 "yes"
376.26 4.82 78 3 1992 2 1 0 0 0 1 0 0 "no"
712.79 10.18 70 2 1996 3 0 0 0 0 0 0 0 "no"
491.79 4.92 100 4 1918 8 0 0 1 1 1 0 0 "yes"
449.27 8.64 52 2 1918 8 0 0 0 0 0 0 0 "yes"
1467.69 12.44 118 2 1998.5 5 1 0 0 0 1 0 1 "no"
484.66 5.64 86 4 1918 9 1 0 0 0 0 1 0 "yes"
359.8 7.5 48 2 1966 14 0 0 0 0 0 0 0 "no"
531.76 8.44 63 2 1957 3 1 0 0 0 0 0 1 "no"
419.04 8.22 51 2 1966 3 1 0 0 0 1 0 0 "no"
793.33 7.7 103 3 1918 4 1 0 0 0 0 0 0 "yes"
515.67 9.55 54 2 1960 3 1 0 0 0 0 0 0 "no"
384.31 8.35 46 2 1957 4 1 0 0 0 0 0 0 "no"
1023.31 8.82 116 4 1918 12 1 0 0 0 0 0 0 "yes"
444.83 12.71 35 1 1966 7 1 0 0 0 0 0 0 "no"
733.72 8.53 86 5 1975 20 1 0 0 0 0 0 0 "no"
715.82 10.85 66 2 1988 20 1 0 0 0 0 0 0 "no"
562 10.04 56 2 1966 6 0 0 0 0 1 0 0 "no"
603.34 10.06 60 2 1918 1 0 0 0 0 0 0 0 "yes"
821.61 6.04 136 4 1918 1 1 0 1 0 1 0 0 "yes"
1102 6.37 173 5 1918 1 0 0 0 0 0 1 0 "yes"
823.19 9.46 87 3 1918 5 1 0 0 0 0 0 0 "yes"
905.01 11.75 77 3 1998.5 19 1 0 0 0 0 1 0 "no"
733.77 5.24 140 4 1957 4 1 0 0 0 0 0 0 "no"
569.69 6.55 87 3 1957 4 1 0 0 0 0 0 0 "no"
818.08 9.09 90 4 1918 1 0 0 0 0 0 0 0 "yes"
751.6 11.39 66 3 1980 1 1 0 0 0 0 0 0 "no"
712.33 9.5 75 3 1967 1 1 0 0 0 0 0 0 "no"
329.63 12.21 27 1 1957 3 1 0 0 0 1 0 0 "no"
384 17.45 22 1 1972 14 0 0 0 0 0 0 0 "no"
281.22 5.62 50 3 1948 14 0 0 0 0 0 0 0 "yes"
786.38 10.21 77 3 1998 14 0 0 0 0 0 0 0 "no"
324.6 4.06 80 3 1948 14 0 0 0 1 0 0 0 "yes"
509.9 6.8 75 3 1983 14 1 0 0 0 0 0 0 "no"
785.76 10.76 73 3 1998 25 0 0 0 0 0 0 0 "no"
765.24 7.65 100 4 1918 25 0 0 0 0 0 0 0 "yes"
692.57 9.36 74 3 1960 25 0 0 0 0 0 0 0 "no"
368.13 10.23 36 1 1957 25 0 0 0 0 0 0 0 "no"
377.16 4.71 80 3 1957 25 1 0 0 0 1 0 0 "no"
938.6 10.67 88 3 1980 25 1 0 0 0 0 0 1 "no"
710.95 8.89 80 3 1998 25 0 0 0 0 0 0 0 "no"
556.38 8.56 65 2 1982 18 1 0 0 0 0 0 0 "no"
894 11.04 81 3 1918 5 0 0 0 0 0 0 0 "yes"
362.28 3.77 96 4 1924 5 0 0 0 1 0 0 0 "yes"
472.49 8.44 56 2 1957 5 0 0 0 0 0 0 0 "no"
617.6 7.72 80 4 1957 5 0 0 0 0 0 0 0 "no"
359.47 6.31 57 2 1957.5 4 1 0 0 0 0 0 0 "no"
328.64 6.32 52 2 1957 3 1 0 0 0 0 0 0 "no"
423.55 7.84 54 3 1948 25 0 0 0 0 0 0 0 "yes"
359.92 8.78 41 1 1957 18 0 0 0 0 0 0 0 "no"
1505.66 8.86 170 4 1918 1 0 0 0 0 1 1 0 "yes"
382.96 4.35 88 3 1957.5 1 1 0 0 0 1 0 0 "no"
275.19 8.6 32 1 1957.5 1 1 0 0 0 0 0 0 "no"
245.42 8.18 30 1 1957 1 1 0 0 0 0 0 0 "no"
664.69 7.64 87 3 1973 11 0 0 0 0 0 1 0 "no"
715.82 7.78 92 3 1918 2 1 0 0 0 1 0 0 "yes"
681.05 8.96 76 3 1918 2 1 0 0 0 0 0 0 "yes"
387.95 5.62 69 3 1939 2 0 0 0 0 0 0 0 "yes"
403.91 7.48 54 2 1960 25 1 0 0 0 0 0 0 "no"
271.05 9.68 28 1 1968 19 0 0 0 0 0 0 0 "no"
710.71 9.48 75 2 1991 19 0 0 0 0 0 0 0 "no"
521.33 7.14 73 3 1966 22 0 0 0 0 0 0 0 "no"
624.75 11.36 55 2 1966 22 0 0 0 0 0 0 0 "no"
542.12 7.23 75 3 1924 25 0 0 0 0 1 0 0 "yes"
616.6 6.17 100 4 1967 25 0 0 0 0 1 0 0 "no"
594.64 9.59 62 2 1918 5 1 0 0 0 0 0 0 "yes"
305.73 4.13 74 3 1918 5 1 0 1 1 0 0 0 "yes"
443.88 5.1 87 3 1918 5 1 0 1 1 1 0 0 "yes"
531.52 6.64 80 3 1918 5 1 0 0 1 1 0 0 "yes"
242.35 4.49 54 2 1918 16 0 0 0 0 0 0 0 "yes"
715.82 9.81 73 3 1999 17 0 0 0 0 0 0 0 "no"
499.23 7.34 68 3 1957 5 1 0 0 0 1 0 0 "no"
175.99 4.19 42 2 1948 17 0 0 0 0 0 0 0 "yes"
876.44 6.26 140 5 1918 5 1 0 0 0 0 0 1 "yes"
353.69 11.05 32 1 1918 5 0 0 0 1 0 0 0 "yes"
415.6 7.56 55 2 1957 17 0 0 0 0 0 0 0 "no"
403.93 10.1 40 1 1957 5 1 0 0 0 0 0 0 "no"
539.93 5.68 95 4 1966 18 0 0 0 0 0 0 0 "no"
356.88 9.65 37 1 1966 18 0 0 0 0 1 0 0 "no"
586.97 7.07 83 3 1957 18 0 0 0 0 1 0 0 "no"
338.48 7.52 45 2 1948 18 0 0 0 0 0 0 0 "yes"
833.42 13.23 63 2 1996 18 0 0 0 0 0 0 0 "no"
976.58 9.57 102 4 1918 9 0 0 0 0 1 1 0 "yes"
715.82 11.93 60 2 1998.5 18 0 1 0 0 0 0 1 "no"
834.15 7.51 111 5 1980 19 0 1 0 0 0 0 0 "no"
1133.94 12.06 94 3 1993 19 0 0 0 0 0 1 0 "no"
319.46 6.66 48 2 1948 19 0 0 0 0 0 0 0 "yes"
650.05 7.83 83 3 1918 19 0 0 0 0 0 0 0 "yes"
547.1 8.05 68 3 1966 11 0 0 0 0 0 0 0 "no"
450.5 6.01 75 3 1957 4 1 0 0 0 0 0 0 "no"
675.24 12.74 53 2 1918 4 1 0 0 0 0 0 0 "yes"
371.57 5.31 70 3 1948 9 0 0 0 0 0 0 0 "yes"
616.45 11.42 54 2 1918 9 1 0 0 0 0 0 0 "yes"
715.82 11.01 65 2 1918 9 1 0 0 0 0 0 0 "yes"
848.23 9.98 85 3 1966 9 1 0 0 0 0 0 1 "no"
674.92 10.07 67 3 1918 9 1 0 0 0 1 0 0 "yes"
603.34 10.97 55 2 1918 9 1 0 0 0 0 0 0 "yes"
371.91 4.27 87 4 1924 9 0 0 0 0 0 0 0 "yes"
327.75 6.69 49 2 1971 11 0 0 0 0 0 0 0 "no"
457.96 7.63 60 3 1960 11 0 0 0 0 0 0 0 "no"
736.27 9.69 76 3 1957 25 0 0 0 0 0 0 0 "no"
1237.35 10.06 123 3 1994 25 1 0 0 0 0 0 0 "no"
484.06 10.3 47 1 1968 25 1 0 0 0 0 0 0 "no"
1416.96 8.34 170 5 1966 25 1 0 0 0 0 0 0 "no"
527.12 9.25 57 3 1948 25 0 0 0 0 0 0 0 "yes"
423.22 7.56 56 2 1948 25 0 0 0 0 1 0 0 "yes"
268.53 3.09 87 3 1957 5 0 0 0 0 0 0 0 "no"
725.13 8.63 84 3 1973 16 0 0 0 0 1 0 0 "no"
609.03 6.09 100 3 1918 5 0 0 1 1 1 0 0 "yes"
785.36 11.22 70 3 1998 15 1 0 0 0 0 1 0 "no"
621.52 6.22 100 6 1948 15 1 0 0 0 0 0 1 "yes"
1632.03 14.84 110 3 1987 13 1 0 0 0 0 0 1 "no"
1041.13 8.98 116 3 1971 13 0 1 0 0 0 1 0 "no"
561.38 8.51 66 2 1980 13 0 1 0 0 0 0 0 "no"
599.75 10.17 59 2 1960 13 0 0 0 0 0 0 0 "no"
516.27 6.54 79 3 1957 13 0 0 0 0 1 0 0 "no"
591.18 7.78 76 3 1972 13 0 0 0 0 0 0 0 "no"
567.55 9.62 59 3 1987 15 1 0 0 0 0 0 1 "no"
316.56 5.02 63 2 1918 12 0 0 0 0 0 0 0 "yes"
796.99 9.38 85 3 1966 12 1 0 0 0 0 0 0 "no"
290.49 5.81 50 2 1948 12 0 0 0 0 0 0 0 "yes"
735.42 7.82 94 4 1972 10 0 0 0 0 0 0 0 "no"
352.44 9.79 36 1 1972 10 0 0 0 0 1 0 0 "no"
611.63 8.74 70 3 1966 10 0 0 0 0 1 0 0 "no"
429.49 7.16 60 2 1957.5 10 0 0 0 0 0 0 0 "no"
376.25 8.55 44 1 1999 24 0 0 0 0 0 0 0 "no"
510.24 12.15 42 2 1998.5 23 0 0 0 0 0 0 0 "no"
330.96 5.91 56 2 1957 9 1 0 0 0 1 0 0 "no"
493.83 9.88 50 2 1976 9 1 0 0 0 0 0 0 "no"
542.94 7.14 76 3 1960 3 1 0 0 0 0 0 0 "no"
362.93 4.03 90 2 1918 2 0 0 0 1 0 0 0 "yes"
401.37 9.33 43 1 1939 8 0 0 0 0 0 0 0 "yes"
603.27 10.4 58 2 1972 8 0 0 0 0 0 0 0 "no"
328.03 4.37 75 3 1918 8 0 0 0 0 0 0 0 "yes"
1094.47 11.17 98 3 1960 12 0 1 0 0 0 0 0 "no"
491.63 8.06 61 3 1960 11 0 0 0 0 1 0 0 "no"
395.62 13.19 30 1 1968 12 0 1 0 0 0 0 0 "no"
301.06 10.04 30 1 1978 3 1 0 0 0 0 1 0 "no"
613.56 10.96 56 2 1960 3 1 0 0 0 0 0 0 "no"
425.38 6.54 65 3 1972 16 0 0 0 0 0 0 0 "no"
478.23 4.93 97 4 1918 9 1 0 0 0 0 0 0 "yes"
639.11 9.83 65 2 1981 16 0 0 0 0 0 0 0 "no"
640.99 8.66 74 3 1998.5 14 0 0 0 0 0 0 0 "no"
1198 8.56 140 5 1918 5 0 0 0 0 0 1 0 "yes"
327.84 3.77 87 5 1966 5 1 0 0 0 0 0 0 "no"
299.45 5.65 53 3 1957 16 0 0 0 0 0 0 0 "no"
565.49 7.07 80 3 1957 1 0 0 0 0 0 0 0 "no"
487.16 8.86 55 2 1918 3 1 0 0 1 1 0 0 "yes"
321.56 16.08 20 1 1957.5 12 1 0 0 0 0 0 0 "no"
359.5 5.89 61 3 1966 25 0 0 0 0 0 0 0 "no"
447.23 5.73 78 3 1966 25 0 0 0 0 0 0 0 "no"
707.39 8.63 82 3 1998.5 25 1 0 0 0 0 1 1 "no"
526.98 10.13 52 2 1998.5 25 1 0 0 0 0 0 0 "no"
532.96 9.03 59 2 1967 25 0 0 0 0 1 0 1 "no"
652.9 10.36 63 3 1970 7 0 0 0 0 0 0 0 "no"
335.55 7.99 42 1 1987 25 0 0 0 0 0 0 0 "no"
444.23 5.29 84 3 1972 25 1 0 0 0 0 0 0 "no"
787.4 8.65 91 4 1978 25 1 0 0 0 0 1 0 "no"
124.47 2.39 52 2 1957 25 1 0 0 0 0 0 0 "no"
621.73 9.42 66 2 1988 21 0 0 0 0 0 0 0 "no"
843.65 10.16 83 3 2000 21 1 0 0 0 0 0 0 "no"
637.59 6.93 92 4 1985 13 0 0 0 0 0 0 0 "no"
922.52 11.53 80 3 1993 13 0 0 0 0 1 1 1 "no"
582.38 11.65 50 2 1973 13 0 0 0 0 0 0 0 "no"
572.36 8.81 65 4 1960 11 0 0 0 0 1 0 0 "no"
960.64 10.22 94 4 1997 11 0 0 0 0 0 0 0 "no"
311.05 4.04 77 3 1970 11 0 0 0 0 0 0 0 "no"
376.65 11.77 32 1 1957.5 4 1 0 0 0 1 0 0 "no"
448.16 7.6 59 3 1966 4 0 0 0 0 0 0 0 "no"
438.92 8.44 52 2 1960 4 1 0 0 0 0 0 0 "no"
567.55 10.13 56 2 1997 13 1 0 0 0 0 0 0 "no"
415.18 11.86 35 1 1996 7 0 0 0 0 0 0 0 "no"
600.26 8.96 67 3 1966 19 0 0 0 0 0 0 0 "no"
728.19 9.71 75 3 1993 7 0 0 0 0 0 0 0 "no"
823.17 9.57 86 3 1966 20 1 0 0 0 0 0 0 "no"
554.44 10.08 55 2 1918 5 1 0 0 0 0 0 0 "yes"
392.68 4.97 79 3 1918 5 0 0 0 0 0 0 0 "yes"
379.46 3.95 96 3 1918 5 1 0 1 1 0 0 0 "yes"
615.88 8.44 73 2 1918 3 1 0 0 0 0 1 0 "yes"
428.71 6.12 70 2 1918 9 0 0 0 1 0 0 0 "yes"
983.99 10.14 97 4 1957 9 0 0 0 0 0 0 0 "no"
478.27 5.31 90 4 1972 19 1 0 0 0 0 0 0 "no"
553.66 8.52 65 3 1966 19 0 0 0 0 0 0 1 "no"
692.33 10.99 63 3 1957.5 18 0 0 0 0 0 0 0 "no"
526.01 6.58 80 3 1976 18 0 1 0 0 0 0 0 "no"
513.4 8.56 60 3 1918 18 0 0 0 1 1 0 0 "yes"
826.45 12.15 68 3 1957 3 1 0 0 1 1 0 0 "no"
640.89 7.28 88 3 1966 3 1 0 0 0 0 0 0 "no"
399.54 7.54 53 2 1973 14 0 0 0 0 0 0 0 "no"
854.18 5.34 160 4 1918 9 1 0 0 0 0 1 0 "yes"
576.51 7.79 74 3 1967 9 0 1 0 0 0 0 0 "no"
743.37 6.76 110 4 1918 9 1 0 0 0 0 1 0 "yes"
400.23 5.2 77 3 1966 10 0 0 0 0 0 1 0 "no"
366.06 10.17 36 1 1999 10 0 0 0 0 0 0 0 "no"
1018.38 11.07 92 3 1983 9 1 0 0 0 0 1 1 "no"
411.23 6.85 60 2 1974 10 0 0 0 0 1 0 0 "no"
262.41 6.73 39 2 1957 11 0 0 0 0 0 0 0 "no"
428.66 5.1 84 4 1966 11 0 0 0 0 1 0 0 "no"
286.14 7.34 39 2 1948 11 0 0 0 0 0 0 0 "yes"
986.97 16.45 60 2 1966 1 1 0 0 0 0 0 0 "no"
702.64 8.89 79 3 1957 2 0 0 0 0 0 0 0 "no"
413.49 9.19 45 2 1984 3 1 0 0 0 0 0 0 "no"
299.62 4.61 65 3 1957 2 1 0 0 0 0 0 0 "no"
796.18 10.21 78 3 1957 3 1 0 0 0 0 0 0 "no"
542.08 8.09 67 2 1960 3 1 0 0 0 0 1 0 "no"
371.03 4.95 75 3 1948 25 0 0 1 1 1 0 0 "yes"
577.83 5.96 97 3 1966 16 1 0 0 0 0 0 0 "no"
717.4 9.83 73 3 1972 16 1 0 0 0 0 0 0 "no"
306.57 8.52 36 1 1983 16 1 0 0 0 0 0 0 "no"
393.97 6.25 63 2 1972 8 0 0 0 0 0 0 0 "no"
263.85 5.28 50 2 1918 8 0 0 0 1 1 0 0 "yes"
268.39 5.16 52 2 1918 8 0 0 0 0 0 0 0 "yes"
312 3.71 84 3 1918 3 0 0 0 1 0 0 0 "yes"
458.74 6.95 66 3 1966 20 0 0 0 0 0 0 0 "no"
324.28 12.97 25 1 1971 4 1 0 0 0 0 0 0 "no"
506.19 9.93 51 2 1957.5 25 0 0 0 0 0 0 0 "no"
1018.22 6.97 146 5 1918 1 0 0 0 1 1 0 0 "yes"
880.49 12.4 71 3 1957.5 1 0 0 0 0 0 0 0 "no"
409.04 8.18 50 2 1957 18 0 0 0 1 0 0 0 "no"
473.18 5.7 83 3 1957 18 0 0 0 0 0 0 0 "no"
439.08 6.97 63 3 1957 25 0 0 0 0 0 0 0 "no"
500.24 7.36 68 3 1971 11 0 0 0 0 0 0 0 "no"
649.34 6.91 94 4 1975 7 0 0 0 0 1 0 0 "no"
484.03 8.8 55 2 1966 3 1 0 0 0 0 0 0 "no"
335.21 5.59 60 2 1970 16 0 0 0 0 0 0 0 "no"
706.73 7.68 92 3 1971 19 0 0 0 0 0 0 0 "no"
807.86 11.88 68 3 1924 19 0 1 0 0 0 0 0 "yes"
664.69 8.86 75 2 1972 19 0 1 0 0 0 0 0 "no"
666.91 4.45 150 3 1969 19 0 0 0 0 0 0 0 "no"
340.01 5.48 62 3 1948 18 1 0 1 1 1 0 0 "yes"
298.42 4.2 71 2 1918 8 0 0 0 0 0 0 0 "yes"
486.37 9.18 53 2 1973 8 0 0 0 0 0 0 0 "no"
204.52 3.72 55 3 1973 8 0 0 0 0 0 0 0 "no"
788.91 9.86 80 3 1918 8 0 0 0 0 1 0 0 "yes"
529.13 11.26 47 2 1918 8 0 0 0 0 0 0 0 "yes"
210.05 2.41 87 3 1918 2 0 0 1 1 0 0 0 "yes"
299 4.15 72 3 1924 8 0 0 0 0 0 0 0 "yes"
690.52 8.32 83 3 1918 2 0 0 0 0 1 0 0 "yes"
340.98 13.11 26 1 1973 2 0 0 0 0 0 0 0 "no"
213.01 4.18 51 2 1924 9 0 0 1 1 0 0 0 "yes"
480.63 10.23 47 2 1960 9 0 0 0 0 0 0 0 "no"
812.96 11.14 73 3 1918 2 1 0 0 0 0 1 0 "yes"
449.94 12.86 35 1 1957 2 1 0 0 0 0 0 0 "no"
1457.2 11.38 128 5 1918 8 0 0 0 0 0 0 0 "yes"
1000.41 9.81 102 3 1918 8 0 0 0 0 0 0 0 "yes"
461.54 5.77 80 3 1918 2 1 0 0 0 0 0 0 "yes"
287.14 12.48 23 1 1960 9 1 0 0 0 0 0 0 "no"
1027.79 11.29 91 3 1966 9 0 1 0 0 1 1 0 "no"
1002.8 14.12 71 2 1994 3 0 0 0 0 1 1 0 "no"
357.91 9.94 36 1 1957.5 9 0 0 0 0 0 0 0 "no"
479.63 4.4 109 4 1924 10 0 0 0 0 0 0 0 "yes"
478.07 10.62 45 2 1978 9 0 0 0 0 0 0 0 "no"
432.14 7.86 55 2 1924 9 1 0 0 0 0 0 0 "yes"
531.2 7.28 73 3 1972 10 0 0 0 0 0 0 0 "no"
505.87 10.12 50 1 1957 3 1 0 0 0 0 0 0 "no"
409.05 9.09 45 1 1966 19 1 0 0 0 0 0 0 "no"
565.8 8.84 64 3 1966 19 0 0 0 0 0 0 0 "no"
685.78 8.36 82 4 1972 19 1 0 0 0 0 0 0 "no"
321.1 6.55 49 2 1966 19 0 0 0 0 0 0 0 "no"
897.43 11.22 80 3 1994 25 0 0 0 0 0 0 1 "no"
787.38 10.5 75 3 1998.5 15 1 0 0 0 0 0 1 "no"
352.8 8.82 40 1 1969 16 0 0 0 0 0 0 0 "no"
355.15 12.68 28 1 1972 21 1 0 0 0 0 0 0 "no"
789.25 7.66 103 4 1989 22 0 0 0 0 0 1 0 "no"
894.6 13.35 67 2 1993 4 0 0 0 0 0 1 0 "no"
478.9 9.04 53 2 1966 4 0 0 0 0 0 1 0 "no"
444.67 6.35 70 3 1966 20 0 0 0 0 0 0 0 "no"
215.95 5.02 43 2 1924 25 0 0 0 0 0 0 0 "yes"
554.76 8.95 62 2 1918 25 0 0 0 0 0 1 0 "yes"
393.59 5.32 74 3 1924 25 0 0 0 1 0 0 0 "yes"
646.8 12.44 52 2 1996 25 0 0 0 0 0 0 0 "no"
747.83 10.11 74 3 1957 1 1 0 0 0 0 0 0 "no"
427.86 9.72 44 1 1957 5 0 0 0 0 0 0 0 "no"
771.21 11.02 70 2 1918 2 1 0 0 0 0 0 0 "yes"
376 13.43 28 1 1960 3 0 0 0 0 0 0 0 "no"
269.63 5.99 45 2 1957.5 9 1 0 0 0 0 0 0 "no"
654.46 10.23 64 2 1918 4 1 0 0 0 0 0 0 "yes"
323.87 10.45 31 1 1966 4 1 0 0 0 0 0 0 "no"
493.85 7.16 69 3 1966 4 1 0 0 0 1 0 0 "no"
780.91 10.41 75 3 1918 4 1 0 0 0 0 0 0 "yes"
951.02 9.32 102 4 1957 4 1 0 0 0 0 0 0 "no"
618.67 11.25 55 2 1948 4 0 0 0 0 0 0 1 "yes"
658.87 9.41 70 2 1996 16 0 0 0 0 1 0 0 "no"
553.35 7.69 72 3 1957 17 0 0 0 0 1 0 0 "no"
214.14 5.95 36 2 1948 17 0 0 0 0 0 0 0 "yes"
389.49 7.95 49 2 1960 16 0 0 0 0 1 0 0 "no"
386.22 10.44 37 1 1918 17 0 0 0 0 0 0 0 "yes"
328.63 5.87 56 2 1948 18 0 0 0 0 0 0 0 "yes"
812.97 10.99 74 2 1918 18 0 0 0 0 0 0 0 "yes"
810.55 7.37 110 3 1972 3 1 0 0 0 0 1 0 "no"
498.06 7.43 67 2 1957 4 0 0 0 0 0 0 0 "no"
559.67 11.19 50 2 1989 12 0 0 0 0 0 0 1 "no"
515.77 11.72 44 2 1924 21 1 0 0 0 0 0 1 "yes"
812 11.12 73 3 1974 21 1 0 0 0 0 0 0 "no"
971.47 10.79 90 3 1993 22 0 0 0 0 0 0 0 "no"
360.57 5.63 64 2 1918 21 1 0 0 1 0 0 0 "yes"
269.7 4.28 63 3 1948 22 0 0 0 0 1 0 0 "yes"
356.89 7.93 45 2 1966 21 1 0 0 0 0 0 0 "no"
256.67 5.83 44 2 1948 12 0 0 0 0 0 0 0 "yes"
313.84 9.51 33 1 1948 12 0 0 0 0 0 0 0 "yes"
485.43 7.36 66 3 1960 11 0 0 0 0 1 0 0 "no"
283.07 5.44 52 2 1966 11 0 0 0 0 0 0 0 "no"
869.85 7.98 109 4 1972 12 1 0 0 0 0 0 1 "no"
446.07 6.28 71 3 1960 11 0 0 0 0 0 0 0 "no"
130.35 3.62 36 2 1948 14 0 0 1 1 0 0 0 "yes"
388.6 8.27 47 2 1972 5 0 0 0 0 1 0 0 "no"
696.09 9.04 77 3 1948 13 0 1 0 0 1 0 0 "yes"
413.66 4.26 97 3 1924 5 0 0 0 0 0 0 0 "yes"
444.83 10.59 42 1 1960 5 1 0 0 0 1 0 0 "no"
485.72 5.34 91 3 1918 17 0 0 0 0 1 0 0 "yes"
580.28 5.28 110 3 1918 1 0 0 1 0 0 0 0 "yes"
1533.9 11.8 130 5 1918 1 1 0 0 0 0 0 0 "yes"
713.39 5.1 140 3 1918 1 1 0 0 0 0 0 0 "yes"
570.34 9.2 62 2 1984 14 0 0 0 0 0 0 0 "no"
516.55 7.71 67 3 1966 14 0 0 0 0 0 0 0 "no"
920.34 8.37 110 4 1918 5 1 0 0 0 0 0 0 "yes"
606.9 8.67 70 3 1957.5 5 1 0 0 0 1 0 0 "no"
